carat,cut,color,clarity,depth,table,x,y,z,price
0.35,Ideal,E,IF,61.4,56.0,4.53,4.56,2.79,1197
0.46,Premium,D,VS2,60.9,58.0,4.97,4.94,3.02,1388
0.91,Very Good,F,SI1,61.4,58.0,6.19,6.23,3.81,3936
2.05,Very Good,I,SI2,59.8,56.0,8.32,8.41,5.0,12839
1.28,Ideal,E,VS1,61.7,57.0,6.93,6.97,4.29,11419
1.5,Very Good,H,SI1,63.5,58.0,7.23,7.17,4.57,7459
0.73,Premium,I,VVS2,61.5,58.0,5.73,5.78,3.54,2496
1.09,Very Good,E,SI2,60.9,59.0,6.61,6.75,4.07,5035
1.0,Premium,F,VS2,61.9,59.0,6.38,6.34,3.94,5606
0.3,Ideal,F,VS2,62.1,53.6,4.28,4.31,2.67,601
0.3,Very Good,D,SI1,61.0,61.0,4.27,4.29,2.61,552
1.0,Good,F,VS2,63.2,59.0,6.3,6.35,4.0,6183
0.91,Fair,H,SI1,65.8,58.0,6.04,6.01,3.96,2854
0.61,Ideal,H,IF,62.0,54.4,5.44,5.47,3.38,2438
1.01,Premium,G,VS2,59.2,59.0,6.59,6.52,3.88,6108
0.41,Ideal,E,SI1,62.7,57.0,4.77,4.74,2.98,969
1.12,Premium,G,SI1,59.8,58.0,6.79,6.76,4.05,5329
0.3,Premium,D,VS2,61.0,58.0,4.34,4.32,2.64,911
0.3,Good,G,VVS2,63.6,57.0,4.3,4.26,2.72,878
1.2,Premium,H,SI2,62.3,58.0,6.81,6.76,4.23,5376
1.11,Ideal,I,VS1,61.2,57.0,6.67,6.7,4.09,6758
1.01,Ideal,H,SI1,61.2,57.0,6.42,6.47,3.95,5387
0.52,Ideal,G,SI1,62.2,54.0,5.18,5.2,3.23,1352
0.3,Ideal,J,VVS2,62.3,58.0,4.26,4.28,2.66,439
1.52,Premium,F,VS1,61.0,58.0,7.42,7.39,4.52,15522
1.31,Premium,H,SI2,61.7,59.0,7.03,6.98,4.32,4548
1.13,Premium,D,SI2,58.3,60.0,6.83,6.78,3.97,3883
0.36,Premium,E,VS2,61.8,58.0,4.57,4.52,2.81,1013
1.0,Ideal,E,VS2,62.0,56.0,6.42,6.36,3.96,6261
0.36,Premium,G,IF,62.5,60.0,4.53,4.49,2.82,1148
0.38,Ideal,E,SI1,61.0,56.0,4.68,4.69,2.86,694
0.9,Premium,F,SI1,63.0,60.0,6.13,6.09,3.85,4158
0.39,Ideal,D,VS1,62.0,57.0,4.71,4.67,2.91,1170
0.7,Premium,G,VS1,61.4,59.0,5.74,5.59,3.51,2535
1.12,Premium,H,SI2,61.0,59.0,6.72,6.66,4.08,4077
1.05,Premium,F,VS1,61.0,58.0,6.6,6.55,4.01,7879
1.14,Very Good,D,SI1,60.2,60.0,6.7,6.85,4.08,7106
0.5,Ideal,I,SI1,59.8,59.0,5.18,5.15,3.09,1031
1.52,Fair,H,I1,65.4,62.0,7.1,7.02,4.62,4648
1.0,Fair,F,SI1,61.3,62.0,6.45,6.37,3.93,5040
0.32,Ideal,I,VS2,62.5,55.0,4.37,4.4,2.74,449
0.9,Very Good,I,SI1,62.3,56.0,6.12,6.18,3.83,3308
0.6,Ideal,I,SI1,60.7,58.0,5.43,5.45,3.3,1295
0.5,Fair,H,VS2,56.3,65.0,5.24,5.21,2.94,1332
0.34,Premium,I,VVS1,62.4,59.0,4.4,4.44,2.76,626
0.4,Good,E,SI2,64.2,57.0,4.7,4.68,3.01,798
0.42,Ideal,G,VVS1,62.0,56.0,4.81,4.84,2.99,1179
1.2,Ideal,F,VS2,61.2,53.0,6.88,6.85,4.2,8588
1.52,Good,H,VS2,63.3,57.0,7.32,7.33,4.64,10428
0.7,Good,E,SI2,57.8,61.0,5.88,5.82,3.38,2310
0.9,Very Good,G,SI1,62.9,56.0,6.11,6.17,3.86,3945
1.0,Ideal,G,SI2,60.3,57.0,6.51,6.45,3.91,3528
1.0,Fair,E,SI2,65.2,59.0,6.28,6.27,4.09,4516
0.53,Premium,E,SI1,62.1,58.0,5.11,5.19,3.2,1395
0.36,Ideal,F,SI2,62.2,55.0,4.57,4.59,2.85,450
0.23,Very Good,E,VVS2,60.2,57.0,3.99,4.05,2.42,465
1.83,Very Good,I,VS1,61.9,57.0,7.85,7.91,4.88,13587
2.07,Ideal,I,SI1,61.2,57.0,8.12,8.23,5.0,14857
0.71,Ideal,E,VVS2,62.0,57.0,5.7,5.72,3.54,4124
0.5,Premium,F,I1,60.5,60.0,5.15,5.07,3.1,770
0.31,Very Good,G,VVS1,59.8,62.0,4.35,4.41,2.62,761
1.02,Ideal,D,IF,63.0,57.0,6.39,6.35,4.01,15575
1.51,Very Good,F,VS1,61.7,59.0,7.29,7.33,4.51,15440
0.3,Premium,H,SI1,60.8,61.0,4.3,4.25,2.6,540
0.32,Ideal,E,VS2,61.5,55.0,4.38,4.43,2.71,702
1.02,Ideal,G,I1,61.2,56.0,6.47,6.5,3.97,3459
1.03,Very Good,D,SI2,62.8,56.0,6.43,6.46,4.05,4679
1.0,Good,I,VVS1,56.5,62.0,6.58,6.55,3.71,4445
1.61,Premium,H,SI1,62.5,58.0,7.51,7.46,4.68,10942
0.52,Very Good,H,VS2,63.5,58.0,5.08,5.09,3.23,1389
1.11,Very Good,E,SI2,61.7,63.0,6.65,6.54,4.07,4177
1.02,Very Good,H,SI2,63.5,60.0,6.33,6.24,3.99,3998
0.37,Good,G,SI2,63.3,55.0,4.58,4.61,2.91,487
0.8,Very Good,H,VS2,59.1,59.0,6.02,6.07,3.57,2953
0.34,Ideal,G,VS2,62.1,55.0,4.46,4.49,2.78,596
1.08,Very Good,E,SI2,63.5,56.0,6.53,6.48,4.13,3726
0.74,Very Good,G,VS1,59.8,58.0,5.85,5.89,3.51,2896
1.35,Ideal,D,VS2,61.3,57.0,7.13,7.09,4.36,10796
0.34,Good,D,SI1,63.1,57.0,4.44,4.46,2.81,626
0.31,Ideal,D,VS2,60.4,56.0,4.39,4.42,2.66,734
1.12,Good,E,SI1,64.3,57.0,6.56,6.5,4.2,5630
1.7,Premium,D,SI1,61.9,59.0,7.64,7.61,4.72,15238
1.21,Premium,H,VS2,60.8,62.0,6.82,6.78,4.13,5461
0.4,Very Good,G,VVS2,59.2,63.0,4.88,4.81,2.87,945
0.54,Ideal,H,VS1,61.2,55.0,5.25,5.31,3.23,1454
0.25,Ideal,G,VS1,62.3,54.0,4.05,4.11,2.54,438
0.34,Ideal,G,VS1,61.4,56.0,4.52,4.54,2.78,657
1.53,Premium,I,VS2,62.0,58.0,7.36,7.41,4.58,10013
1.24,Very Good,E,VS1,59.9,61.0,6.96,6.99,4.18,10202
1.01,Ideal,F,VVS2,61.6,56.0,6.43,6.49,3.98,8971
0.72,Very Good,H,SI2,61.0,56.0,5.75,5.8,3.52,1953
1.06,Very Good,F,VS2,61.5,58.0,6.53,6.57,4.03,7706
0.52,Ideal,E,SI1,63.0,54.0,5.15,5.11,3.23,1429
1.01,Premium,E,VVS1,61.6,58.0,6.57,6.45,4.01,10888
0.96,Good,D,SI1,61.0,61.0,6.29,6.33,3.85,4693
0.5,Ideal,D,VVS2,60.7,57.0,5.2,5.15,3.14,2376
0.96,Very Good,G,SI1,62.0,59.0,6.26,6.32,3.9,4136
0.41,Ideal,D,VS2,61.7,56.0,4.81,4.78,2.96,1076
0.42,Very Good,G,SI1,61.7,55.0,4.78,4.81,2.96,916
1.03,Premium,J,SI2,62.0,58.0,6.47,6.52,4.03,3378
1.59,Premium,H,VS2,62.1,58.0,7.48,7.42,4.63,11437
0.52,Ideal,G,VS2,61.7,56.0,5.15,5.19,3.19,1428
1.68,Premium,G,VS1,58.2,57.0,7.89,7.85,4.58,13445
0.53,Ideal,E,SI1,61.9,55.0,5.2,5.24,3.23,1585
1.01,Very Good,D,VS2,60.6,56.0,6.45,6.51,3.93,7001
0.41,Ideal,J,VS2,61.8,55.0,4.78,4.81,2.96,637
0.8,Ideal,I,VS2,62.1,54.4,5.94,5.99,3.7,2830
0.34,Ideal,H,VVS2,60.9,55.0,4.52,4.54,2.75,652
0.51,Very Good,D,VS2,62.0,59.0,5.08,5.12,3.16,1716
1.5,Premium,E,SI2,63.0,59.0,7.24,7.18,4.54,9072
0.3,Ideal,E,VS2,62.3,56.0,4.28,4.32,2.68,658
0.3,Ideal,E,VVS2,61.0,56.0,4.33,4.39,2.66,812
0.33,Ideal,G,VS2,62.3,57.0,4.43,4.4,2.75,743
0.52,Ideal,G,VVS2,60.8,57.0,5.2,5.17,3.15,1878
0.54,Ideal,F,SI2,61.0,56.0,5.24,5.29,3.21,1173
0.71,Very Good,E,VS2,60.7,56.0,5.81,5.82,3.53,2795
1.71,Premium,J,SI1,61.7,59.0,7.63,7.7,4.73,8690
0.71,Premium,F,SI2,62.0,59.0,5.68,5.65,3.51,2343
0.72,Ideal,F,VS1,60.5,56.0,5.82,5.85,3.53,3759
1.57,Ideal,F,SI1,61.1,55.0,7.55,7.53,4.61,12432
0.7,Very Good,G,SI1,60.7,58.0,5.7,5.73,3.47,2074
0.41,Ideal,F,VS2,61.7,54.0,4.79,4.81,2.96,809
2.0,Premium,F,SI1,62.6,59.0,8.1,8.04,5.05,18493
0.71,Premium,G,VS1,62.2,59.0,5.73,5.66,3.54,2825
1.59,Ideal,H,VVS2,62.6,54.0,7.43,7.47,4.67,12971
0.9,Premium,F,SI1,62.6,60.0,6.11,6.06,3.81,4103
0.7,Good,I,SI1,58.5,61.0,5.76,5.82,3.39,2276
1.06,Premium,H,SI1,61.0,58.0,6.61,6.57,4.02,5075
0.51,Ideal,G,SI2,61.3,55.0,5.17,5.19,3.17,1094
0.3,Premium,D,SI1,62.6,56.0,4.29,4.24,2.67,709
1.14,Very Good,E,SI2,62.6,56.0,6.63,6.69,4.17,4915
0.78,Ideal,F,SI2,60.6,55.0,5.99,6.0,3.63,2365
0.32,Good,E,VS2,57.0,60.0,4.6,4.53,2.6,780
0.42,Ideal,H,VS1,61.2,57.0,4.87,4.8,2.96,1048
0.53,Ideal,H,VVS1,60.8,56.0,5.24,5.26,3.19,1781
0.72,Ideal,F,SI1,61.0,55.0,5.78,5.85,3.55,2920
0.34,Ideal,E,VS1,60.8,57.0,4.53,4.49,2.74,1033
0.3,Premium,E,VVS2,61.8,58.0,4.29,4.26,2.64,1013
0.32,Ideal,G,VVS2,62.0,54.0,4.39,4.42,2.73,708
0.49,Fair,E,VVS2,65.5,58.0,4.91,4.86,3.2,1705
1.51,Premium,F,SI1,63.0,58.0,7.32,7.28,4.6,11957
0.32,Ideal,E,VVS1,61.7,55.0,4.38,4.41,2.71,879
0.54,Ideal,H,VS1,61.5,56.0,5.24,5.23,3.22,1637
0.73,Premium,E,VS2,58.6,60.0,5.92,5.89,3.46,2812
0.39,Ideal,G,SI2,61.2,56.0,4.71,4.73,2.89,603
0.54,Ideal,G,VS1,60.1,57.0,5.29,5.31,3.18,1957
0.41,Very Good,E,SI1,60.4,58.0,4.75,4.79,2.88,725
1.56,Ideal,H,VS2,61.5,56.0,7.46,7.5,4.6,11531
1.09,Ideal,D,SI2,61.7,59.0,6.64,6.62,4.09,5410
0.37,Very Good,E,VS2,64.0,55.0,4.52,4.57,2.91,728
1.0,Premium,D,SI2,61.6,58.0,6.45,6.37,3.95,4626
0.32,Ideal,H,VVS1,61.3,56.0,4.41,4.43,2.71,708
1.19,Very Good,D,SI2,61.1,58.0,6.84,6.88,4.19,6157
0.3,Ideal,E,VS2,62.1,55.0,4.35,4.32,2.69,844
0.4,Premium,E,SI1,62.0,55.0,4.74,4.68,2.92,945
1.01,Very Good,F,SI2,61.0,60.0,6.44,6.48,3.94,4121
0.43,Ideal,E,SI1,61.5,56.0,4.9,4.85,3.0,1016
0.4,Premium,F,SI1,61.7,62.0,4.76,4.71,2.92,920
1.2,Ideal,G,VVS2,62.5,54.4,6.75,6.82,4.24,9785
1.51,Ideal,I,SI1,61.2,60.0,7.39,7.37,4.52,8396
1.23,Ideal,F,VS2,61.7,57.0,6.94,6.9,4.27,9547
0.31,Very Good,G,SI2,63.0,57.0,4.32,4.35,2.73,408
0.33,Ideal,G,IF,62.2,56.0,4.43,4.45,2.76,984
0.52,Very Good,D,VS2,63.4,56.0,5.16,5.09,3.25,1828
0.73,Ideal,D,VVS2,61.3,56.0,5.79,5.82,3.56,4372
0.31,Good,G,VS2,63.4,59.0,4.29,4.32,2.73,544
0.35,Good,E,VS1,63.1,56.0,4.49,4.54,2.85,663
0.3,Ideal,G,VVS2,62.4,55.0,4.32,4.34,2.7,665
1.03,Premium,D,VVS2,61.7,59.0,6.43,6.48,3.98,8469
1.01,Premium,F,SI2,62.7,56.0,6.4,6.35,4.0,4197
0.31,Ideal,G,SI2,62.0,54.0,4.38,4.42,2.73,436
0.61,Very Good,H,VVS2,61.4,57.0,5.46,5.5,3.36,1970
0.51,Good,F,SI1,63.6,56.0,5.08,5.11,3.24,1220
0.3,Ideal,I,VVS1,62.1,56.0,4.3,4.33,2.68,552
1.13,Premium,G,SI2,60.0,61.0,6.78,6.71,4.05,4518
1.52,Premium,F,VS2,60.9,61.0,7.46,7.28,4.49,13919
0.41,Premium,D,VVS2,62.5,58.0,4.72,4.75,2.96,1295
1.04,Ideal,F,VS1,61.4,57.0,6.51,6.56,4.01,7015
1.01,Very Good,E,VS2,62.2,58.0,6.36,6.41,3.97,6522
0.32,Premium,I,SI1,62.7,58.0,4.37,4.34,2.73,554
1.02,Very Good,J,SI2,62.9,59.0,6.34,6.41,4.01,3755
1.54,Premium,F,VS2,62.4,59.0,7.43,7.38,4.62,14578
1.54,Very Good,F,SI2,61.1,58.0,7.36,7.47,4.53,8893
0.3,Premium,G,VVS1,62.6,58.0,4.29,4.27,2.68,1013
1.31,Premium,I,SI2,59.1,59.0,7.2,7.15,4.24,5744
0.7,Good,I,SI1,63.6,55.0,5.62,5.58,3.56,1995
0.51,Very Good,H,VS1,63.4,57.0,5.09,5.06,3.22,1437
0.71,Very Good,I,SI1,60.4,63.0,5.73,5.8,3.48,1926
1.07,Ideal,H,SI2,59.2,57.0,6.7,6.64,3.95,4314
1.07,Premium,F,SI2,62.0,58.0,6.57,6.52,4.06,4700
0.7,Fair,H,SI1,64.7,58.0,5.59,5.54,3.6,2051
0.97,Premium,G,SI1,62.6,58.0,6.24,6.18,3.89,4400
0.9,Ideal,E,SI2,62.7,54.0,6.13,6.21,3.87,4091
1.62,Ideal,F,SI1,62.7,56.0,7.5,7.44,4.68,12828
0.56,Very Good,D,SI1,63.9,56.0,5.2,5.26,3.34,1578
0.4,Premium,G,SI1,59.6,61.0,4.76,4.74,2.83,840
1.04,Good,F,SI1,63.4,59.0,6.4,6.44,4.07,5045
0.47,Good,D,SI1,63.8,59.0,4.9,4.88,3.12,987
0.53,Ideal,H,SI1,61.5,54.0,5.21,5.26,3.22,1205
0.51,Ideal,G,VS1,61.5,54.9,5.13,5.25,3.17,1708
0.34,Ideal,D,SI1,62.7,56.0,4.48,4.45,2.8,803
1.01,Premium,F,VVS2,61.8,59.0,6.46,6.42,3.98,8319
1.01,Very Good,D,SI1,62.9,58.0,6.33,6.38,4.0,5731
0.32,Ideal,E,VVS2,61.9,54.0,4.41,4.44,2.74,843
0.7,Good,F,VS1,59.1,62.0,5.82,5.86,3.44,2877
0.3,Ideal,G,SI2,62.0,55.0,4.28,4.33,2.67,422
1.29,Premium,I,VS1,61.1,58.0,7.03,6.98,4.28,5664
0.54,Ideal,F,VVS2,61.0,54.0,5.28,5.3,3.23,2231
1.25,Very Good,G,SI2,61.4,59.0,6.97,6.93,4.27,6399
0.53,Ideal,G,SI1,61.6,57.0,5.19,5.24,3.21,1665
0.23,Very Good,G,VVS1,62.0,56.0,3.95,3.98,2.46,484
0.5,Premium,F,VVS1,61.1,55.0,5.15,5.13,3.14,2081
0.4,Very Good,E,VVS1,62.8,57.0,4.65,4.71,2.94,1333
0.37,Premium,F,VS2,60.5,59.0,4.67,4.62,2.81,894
1.03,Ideal,D,SI2,61.2,57.0,6.51,6.59,4.01,4679
0.81,Good,D,SI1,64.1,54.0,5.92,5.96,3.81,3324
0.89,Premium,G,SI1,61.1,58.0,6.24,6.17,3.79,3190
1.22,Premium,J,SI2,62.1,59.0,6.82,6.77,4.22,4509
0.77,Ideal,G,VS2,62.1,56.0,5.85,5.88,3.64,3114
0.56,Ideal,H,SI1,61.8,55.0,5.31,5.34,3.29,1214
0.41,Premium,E,SI1,60.2,60.0,4.82,4.78,2.89,969
0.39,Very Good,F,VVS2,61.7,56.0,4.7,4.74,2.91,965
0.3,Fair,F,VS2,56.3,64.0,4.44,4.39,2.5,729
0.32,Very Good,F,SI2,62.6,56.0,4.37,4.41,2.75,421
1.4,Very Good,G,VS1,59.9,56.0,7.31,7.34,4.39,11584
0.5,Ideal,F,VVS1,62.6,53.1,5.08,5.11,3.19,2145
0.7,Ideal,D,SI2,60.6,56.6,5.75,5.77,3.49,2575
1.7,Good,H,SI2,63.6,56.0,7.51,7.56,4.79,8115
1.23,Premium,H,VS2,60.6,59.0,6.94,6.89,4.19,6577
0.33,Ideal,G,VVS2,61.5,56.0,4.45,4.49,2.75,752
0.73,Ideal,E,SI1,60.1,56.0,5.91,5.87,3.54,2661
1.22,Ideal,F,SI2,62.5,56.2,6.81,6.85,4.27,6401
1.04,Premium,J,SI2,62.0,59.0,6.47,6.49,4.02,3603
1.2,Premium,D,SI2,60.2,60.0,6.94,6.81,4.14,4203
0.71,Ideal,E,SI1,61.1,57.0,5.75,5.77,3.52,3128
1.02,Good,H,SI2,57.9,61.0,6.75,6.68,3.89,3770
2.01,Premium,H,VS2,62.8,58.0,7.99,7.9,4.99,13342
1.06,Very Good,F,SI2,60.0,59.0,6.6,6.63,3.97,4224
1.11,Premium,H,SI2,61.5,59.0,6.61,6.56,4.05,4212
1.23,Premium,G,SI1,61.2,59.0,6.88,6.81,4.19,6888
0.7,Good,E,VS1,58.7,60.0,5.79,5.83,3.41,3148
1.51,Good,F,SI2,64.2,61.0,7.24,7.19,4.63,7695
0.51,Very Good,D,SI1,62.3,63.0,5.08,5.03,3.15,1387
2.07,Premium,J,SI1,61.7,60.0,8.23,8.15,5.05,13731
0.52,Very Good,E,SI2,62.9,56.0,5.12,5.15,3.23,1120
1.28,Ideal,G,SI2,61.8,56.0,6.95,6.99,4.31,6833
0.37,Premium,H,VS2,59.5,61.0,4.67,4.64,2.77,749
0.32,Ideal,D,SI2,61.8,55.0,4.38,4.42,2.72,477
0.24,Ideal,F,VVS1,60.8,55.0,4.03,4.06,2.46,678
1.55,Very Good,H,VS2,63.3,56.0,7.38,7.32,4.65,10546
0.31,Ideal,H,VVS2,62.4,57.0,4.32,4.36,2.71,625
1.09,Ideal,F,IF,61.6,55.0,6.59,6.65,4.08,11888
0.32,Ideal,D,VS2,62.0,55.0,4.42,4.38,2.73,972
1.51,Very Good,F,VS2,61.1,59.0,7.32,7.37,4.49,14165
0.5,Good,D,SI1,57.2,60.0,5.25,5.2,2.99,1190
0.9,Very Good,H,SI1,62.3,63.0,6.13,6.06,3.8,3387
1.58,Premium,D,SI2,59.6,59.0,7.67,7.61,4.55,10934
1.61,Premium,J,IF,62.1,58.0,7.53,7.47,4.66,10350
0.4,Premium,E,IF,61.3,58.0,4.77,4.73,2.91,1580
0.31,Good,I,VS1,63.8,56.0,4.32,4.27,2.74,628
1.04,Very Good,G,IF,60.7,58.0,6.52,6.65,4.0,8655
1.63,Ideal,F,I1,62.0,55.0,7.57,7.5,4.68,7229
1.7,Fair,G,VS2,64.5,58.0,7.51,7.43,4.82,14860
1.22,Ideal,I,SI1,61.7,55.2,6.84,6.9,4.24,6062
1.01,Very Good,G,VS1,62.2,53.0,6.48,6.54,4.05,6613
0.31,Premium,H,IF,60.8,59.0,4.39,4.36,2.66,949
0.5,Ideal,G,SI1,61.7,57.0,5.06,5.08,3.13,1237
0.72,Ideal,I,VS1,62.4,55.0,5.72,5.75,3.58,2868
0.33,Ideal,E,VS1,59.6,56.0,4.54,4.49,2.69,1002
1.07,Ideal,H,VS2,61.8,56.0,6.52,6.55,4.04,5108
0.72,Very Good,F,SI1,62.6,55.0,5.71,5.76,3.59,2440
0.24,Ideal,G,VS1,61.8,56.0,3.99,4.04,2.48,442
1.19,Premium,J,SI1,63.0,54.0,6.82,6.74,4.27,4498
0.31,Ideal,D,VVS2,62.0,56.0,4.35,4.37,2.7,1034
1.53,Ideal,E,SI1,62.0,58.0,7.33,7.41,4.57,10836
0.5,Very Good,I,SI1,62.8,60.0,5.04,5.08,3.18,1054
0.54,Ideal,G,VS1,61.3,57.0,5.25,5.28,3.23,1754
0.3,Premium,D,SI2,61.8,58.0,4.32,4.29,2.66,574
0.91,Good,I,SI1,64.2,59.0,6.05,5.98,3.86,2700
2.14,Ideal,H,SI2,63.0,55.0,8.25,8.23,5.19,12720
0.42,Very Good,E,SI1,62.8,59.0,4.74,4.78,2.99,773
0.41,Ideal,H,SI1,62.6,55.0,4.77,4.79,2.99,683
1.0,Very Good,G,VVS2,63.0,56.0,6.37,6.4,4.02,7177
0.9,Premium,E,VS2,61.4,57.0,6.19,6.16,3.79,4435
0.41,Ideal,G,VS2,62.1,57.0,4.78,4.72,2.95,1061
1.0,Ideal,H,SI2,58.3,61.0,6.56,6.61,3.84,4390
0.6,Premium,F,SI2,58.9,59.0,5.55,5.52,3.26,1378
1.52,Fair,H,SI1,61.2,60.0,7.39,7.29,4.49,8818
0.32,Ideal,I,VS2,62.2,57.0,4.42,4.39,2.74,576
1.08,Ideal,F,VVS2,62.1,55.0,6.57,6.6,4.09,10052
1.01,Ideal,G,VS2,61.6,56.0,6.43,6.46,3.97,6239
1.31,Ideal,G,VVS1,61.1,57.0,7.06,7.01,4.3,11247
0.39,Good,I,VS2,62.3,61.0,4.6,4.61,2.87,648
0.51,Premium,E,VS2,61.0,60.0,5.12,5.17,3.14,1656
0.45,Good,F,VS1,58.6,62.2,5.0,5.05,2.95,1144
0.55,Ideal,F,SI2,61.1,56.0,5.29,5.32,3.24,1256
0.85,Fair,H,I1,61.0,61.0,6.2,6.0,3.73,1324
1.0,Premium,G,VS1,62.9,60.0,6.36,6.29,3.98,6989
0.37,Ideal,I,VS1,60.8,56.0,4.67,4.71,2.85,603
1.04,Very Good,G,SI1,61.8,59.0,6.49,6.55,4.03,5070
1.51,Ideal,E,SI2,62.7,55.0,7.27,7.18,4.53,7272
0.57,Very Good,E,VS2,60.7,58.0,5.37,5.33,3.25,1732
1.0,Premium,G,VS2,60.1,57.0,6.42,6.35,3.84,6272
1.01,Ideal,F,SI2,62.7,57.0,6.43,6.37,4.01,4017
1.51,Premium,E,VS2,62.6,60.0,7.28,7.22,4.54,14844
0.91,Very Good,E,SI2,63.4,58.0,6.15,6.09,3.88,3379
1.7,Premium,H,VVS2,61.4,58.0,7.66,7.62,4.69,10337
1.16,Premium,G,VS1,61.9,58.0,6.76,6.72,4.17,8107
0.69,Fair,G,VS1,61.2,65.4,5.58,5.64,3.42,2235
0.73,Ideal,F,VVS1,61.9,56.0,5.75,5.79,3.57,5154
0.71,Premium,E,SI1,60.1,60.0,5.78,5.73,3.45,2552
1.17,Very Good,F,VS2,62.4,56.0,6.71,6.76,4.2,7432
0.3,Ideal,G,VVS1,61.5,55.0,4.33,4.35,2.67,764
0.3,Ideal,G,VVS1,61.3,56.0,4.34,4.3,2.65,1013
2.01,Premium,I,SI1,62.4,61.0,8.01,7.99,4.99,15707
1.2,Premium,D,VS2,61.1,58.0,6.85,6.83,4.18,10161
1.6,Very Good,I,VS2,60.0,60.0,7.55,7.59,4.54,10497
2.18,Ideal,I,SI2,62.5,55.0,8.34,8.31,5.2,15850
0.31,Good,G,VS1,63.3,56.0,4.29,4.33,2.73,625
0.3,Good,D,SI2,63.3,57.0,4.26,4.3,2.71,447
1.5,Fair,E,SI1,58.2,66.0,7.45,7.4,4.32,11128
1.11,Very Good,E,VVS1,60.2,59.0,6.67,6.79,4.05,11330
1.01,Very Good,E,SI2,63.4,58.0,6.43,6.34,4.05,3801
0.77,Ideal,G,VS1,62.4,54.0,5.89,5.93,3.69,3176
0.3,Good,F,SI2,63.4,56.0,4.26,4.29,2.71,394
1.14,Premium,F,SI1,61.1,59.0,6.75,6.7,4.11,6033
0.5,Ideal,I,VS2,61.6,54.0,5.11,5.14,3.16,1220
0.9,Premium,I,VS1,60.7,58.0,6.3,6.19,3.79,3145
0.55,Premium,D,SI1,61.6,56.0,5.28,5.24,3.24,1698
1.07,Ideal,F,VVS2,62.3,57.0,6.56,6.58,4.09,10061
0.55,Ideal,E,VS1,62.2,55.0,5.26,5.22,3.26,2079
1.0,Very Good,F,SI2,61.7,58.0,6.32,6.36,3.91,3789
1.62,Premium,F,VS2,61.1,60.0,7.56,7.57,4.62,14826
1.3,Ideal,G,VS1,62.0,55.0,7.02,6.98,4.34,10221
1.51,Premium,G,VS2,60.4,58.0,7.38,7.43,4.47,11480
0.35,Ideal,E,VS2,62.5,55.0,4.5,4.52,2.82,767
0.34,Premium,H,VS1,62.1,58.0,4.46,4.49,2.78,596
0.41,Ideal,E,VS1,62.7,57.0,4.76,4.72,2.97,1153
1.01,Very Good,H,VS2,63.3,58.0,6.33,6.27,3.99,4692
1.06,Ideal,H,VVS1,61.3,57.0,6.55,6.53,4.01,7193
0.31,Ideal,E,SI1,63.0,57.0,4.32,4.29,2.71,698
0.5,Very Good,F,SI2,63.1,60.0,5.0,5.04,3.17,1020
1.04,Premium,I,VS1,61.6,56.0,6.59,6.52,4.04,4892
0.72,Very Good,J,VS1,62.2,59.9,5.67,5.69,3.53,1914
1.01,Good,I,SI2,62.6,59.0,6.34,6.43,4.0,3823
1.01,Very Good,I,VS2,61.3,56.0,6.53,6.45,3.98,4438
1.21,Very Good,E,VS1,60.0,58.0,6.89,6.97,4.16,10430
1.02,Premium,G,SI1,62.3,59.0,6.44,6.4,4.0,4718
0.37,Ideal,D,VS2,61.3,56.0,4.64,4.6,2.83,1124
1.51,Premium,G,SI1,62.0,58.0,7.31,7.26,4.52,10020
0.53,Ideal,D,VVS1,62.5,54.0,5.16,5.21,3.24,2905
0.9,Very Good,E,VS2,62.7,56.0,6.13,6.21,3.87,4858
1.03,Very Good,D,SI2,60.9,57.0,6.53,6.55,3.98,4545
1.7,Premium,G,VS2,60.3,60.0,7.72,7.64,4.63,15941
0.37,Good,D,VS1,62.1,54.0,4.67,4.73,2.92,825
0.7,Fair,H,SI1,65.2,58.0,5.49,5.55,3.6,2048
0.57,Very Good,F,SI1,58.6,57.0,5.37,5.59,3.21,1364
0.31,Ideal,G,VS1,61.0,55.0,4.43,4.39,2.69,802
0.64,Very Good,H,VVS2,60.0,59.0,5.59,5.65,3.37,2060
0.31,Premium,H,VVS2,62.4,59.0,4.35,4.31,2.7,802
0.3,Very Good,H,VS2,63.5,59.0,4.27,4.2,2.69,608
0.72,Ideal,J,VS2,60.8,59.0,5.76,5.81,3.52,1904
0.43,Premium,F,SI1,60.6,59.0,4.87,4.84,2.94,1016
0.32,Ideal,G,VVS1,61.9,56.0,4.4,4.39,2.72,1080
0.53,Ideal,G,VS2,61.6,56.0,5.24,5.19,3.21,1607
0.4,Premium,G,VS1,60.3,59.0,4.8,4.76,2.88,1125
0.3,Very Good,H,IF,62.9,58.0,4.26,4.29,2.69,789
1.01,Premium,H,VS2,61.6,59.0,6.45,6.47,3.98,5166
0.63,Fair,H,SI2,64.7,61.0,5.33,5.27,3.43,1235
0.51,Very Good,E,SI1,62.9,55.0,5.06,5.12,3.2,1284
1.05,Fair,F,SI2,66.0,60.0,6.3,6.22,4.13,3615
2.01,Fair,F,SI1,58.6,95.0,8.32,8.31,4.87,13387
0.3,Ideal,H,VS1,61.6,57.0,4.3,4.33,2.66,526
